V1 V2 V3 V4
dfe_Oyr_NorESM2-LM_ssp245_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-LM_ssp245_r1i1p1f1_gr_2091-2100.nc SHA256 fdb5429bd2d7af6e4b49f800262e8252ca99e610e4bc7cba8cd8036f332ffc33
dfe_Oyr_NorESM2-LM_ssp370_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp370/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-LM_ssp370_r1i1p1f1_gn_2091-2100.nc SHA256 0da81a16fe650cfd1ed8d5feaf99b80eaf15531bb1335f12339b93fd47758a0d
dfe_Oyr_NorESM2-LM_ssp370_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp370/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-LM_ssp370_r1i1p1f1_gr_2091-2100.nc SHA256 b3e3e7ada24c84f6abda6d4f37370ffdcc94f4e04135cbb099a735a5678f3a40
dfe_Oyr_NorESM2-LM_ssp534-over_r1i1p1f1_gn_2100-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp534-over/r1i1p1f1/Oyr/dfe/gn/v20210811/dfe_Oyr_NorESM2-LM_ssp534-over_r1i1p1f1_gn_2100-2100.nc SHA256 6be39585e2120757a147fbcb12e82625a7c3808b8c907f0e9c4dba698011bdf9
dfe_Oyr_NorESM2-LM_ssp534-over_r1i1p1f1_gr_2100-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp534-over/r1i1p1f1/Oyr/dfe/gr/v20210811/dfe_Oyr_NorESM2-LM_ssp534-over_r1i1p1f1_gr_2100-2100.nc SHA256 57c95927b262cf2cb8aca71a0b387270898e829aec25000da82324849fad9c88
dfe_Oyr_NorESM2-LM_ssp585_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp585/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-LM_ssp585_r1i1p1f1_gn_2091-2100.nc SHA256 8c58cab7837a2b9eaea6f514f5a2a7418f00488f48436a760eb82387eebf192a
dfe_Oyr_NorESM2-LM_ssp585_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp585/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-LM_ssp585_r1i1p1f1_gr_2091-2100.nc SHA256 cafe60fdae057d77ade4dbd01593a390cd931b5941573534bd4127171a2f3a58
dfe_Oyr_NorESM2-MM_ssp126_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp126/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-MM_ssp126_r1i1p1f1_gn_2091-2100.nc SHA256 153bf4788793f36a38e994a70a4b3930c6270fc3606db1583803b189603551b6
dfe_Oyr_NorESM2-MM_ssp126_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp126/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-MM_ssp126_r1i1p1f1_gr_2091-2100.nc SHA256 f622433d9d8d8713d7c764d4e3c375692092fb463e1eb5729258e6ef3a038db2
dfe_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp245/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gn_2091-2100.nc SHA256 039b3d2b55f5983696ac86afa56f10408d1532f5ab5806b6f1ea69ec43979c55
dfe_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp245/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gr_2091-2100.nc SHA256 f0643468d63a7561f4d6e47bb64f2211c77bc43340db81e82a2126d6949a894c
dfe_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp370/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gn_2091-2100.nc SHA256 66c9812b11bc924bbdf22896f241f6eb1dc763c447ed81cde00744227dc52b3f
dfe_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp370/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gr_2091-2100.nc SHA256 aabd753009ce65b72d57ced71b304c3f6d1ed228ed8bdfcba4b781a49a07ffcb
dfe_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp585/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gn_2091-2100.nc SHA256 9596d68df30526be60c09b2026a0f028b90ba66ab38556d308f67a82ecd4b9f3
dfe_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp585/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gr_2091-2100.nc SHA256 717dd0fbd8b00376040357088fa8f957acb7cbff82a45835a23bbcbbb9470606
