V1 V2 V3 V4
thetao_Omon_CMCC-CM2-SR5_ssp245_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-CM2-SR5/ssp245/r1i1p1f1/Omon/thetao/gn/v20200617/thetao_Omon_CMCC-CM2-SR5_ssp245_r1i1p1f1_gn_201501-203412.nc SHA256 8ec3c1fd0d279b404356b96c23facef6a6b3710b32401abf325fc8616331abd8
thetao_Omon_CMCC-CM2-SR5_ssp370_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-CM2-SR5/ssp370/r1i1p1f1/Omon/thetao/gn/v20200622/thetao_Omon_CMCC-CM2-SR5_ssp370_r1i1p1f1_gn_201501-203412.nc SHA256 808054383d223bdcc8112eda4d5f73dce1c5515ef1f478a53945c6c123800f6a
thetao_Omon_CMCC-CM2-SR5_ssp585_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-CM2-SR5/ssp585/r1i1p1f1/Omon/thetao/gn/v20200622/thetao_Omon_CMCC-CM2-SR5_ssp585_r1i1p1f1_gn_201501-203412.nc SHA256 3df8ece617ed9f61f51ee1bc54ff9becdd695deea80a02b6667cb22e511e45a6
thetao_Omon_CMCC-ESM2_ssp126_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp126/r1i1p1f1/Omon/thetao/gn/v20210126/thetao_Omon_CMCC-ESM2_ssp126_r1i1p1f1_gn_201501-203412.nc SHA256 dfe89a1912090628e26c5b257a069af336190f7f3a6bb2254a064d6b156709df
thetao_Omon_CMCC-ESM2_ssp245_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp245/r1i1p1f1/Omon/thetao/gn/v20210129/thetao_Omon_CMCC-ESM2_ssp245_r1i1p1f1_gn_201501-203412.nc SHA256 f264bd7b4527c662450686dbffb7c66ef2721c34b5e3e63f0e0c830cf7e65d71
thetao_Omon_CMCC-ESM2_ssp370_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp370/r1i1p1f1/Omon/thetao/gn/v20210202/thetao_Omon_CMCC-ESM2_ssp370_r1i1p1f1_gn_201501-203412.nc SHA256 687778751485166cf42624a14829c65b6632432f2e12c45f5b342443be2b8c01
thetao_Omon_CMCC-ESM2_ssp534-over_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp534-over/r1i1p1f1/Omon/thetao/gn/v20210409/thetao_Omon_CMCC-ESM2_ssp534-over_r1i1p1f1_gn_201501-203412.nc SHA256 db7eb74c82b4711c749dea36ca506d69b4620a02ed066ff07de15b12cef62681
thetao_Omon_CMCC-ESM2_ssp585_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp585/r1i1p1f1/Omon/thetao/gn/v20210126/thetao_Omon_CMCC-ESM2_ssp585_r1i1p1f1_gn_201501-203412.nc SHA256 8f0073c23d4e4e89bca6ab55eba4e968935fa2b4c0f841fb981f67b4d72365f3
thetao_Omon_FIO-ESM-2-0_ssp126_r1i1p1f1_gn_201501-202412.nc http://cmip.fio.org.cn/thredds/fileServer/esg_dataroot/cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r1i1p1f1/Omon/thetao/gn/v20200110/thetao_Omon_FIO-ESM-2-0_ssp126_r1i1p1f1_gn_201501-202412.nc SHA256 65bab379e71bad4a87100dc342dd64cf9fc8a4271fa6b661697e9373d14df52e
thetao_Omon_FIO-ESM-2-0_ssp245_r1i1p1f1_gn_201501-202412.nc http://cmip.fio.org.cn/thredds/fileServer/esg_dataroot/cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp245/r1i1p1f1/Omon/thetao/gn/v20200109/thetao_Omon_FIO-ESM-2-0_ssp245_r1i1p1f1_gn_201501-202412.nc SHA256 6e8ef67001312329dc8d691661fc7c913a7eab89ce1e2f704b365c255db3626f
thetao_Omon_FIO-ESM-2-0_ssp585_r1i1p1f1_gn_201501-202412.nc http://cmip.fio.org.cn/thredds/fileServer/esg_dataroot/cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r1i1p1f1/Omon/thetao/gn/v20200114/thetao_Omon_FIO-ESM-2-0_ssp585_r1i1p1f1_gn_201501-202412.nc SHA256 afd17e5c07f0732f54fcd7798b7d00f1c374b5e4ef9cf12c4fc05f3fe0d759c8
thetao_Omon_EC-Earth3-Veg_ssp119_r1i1p1f1_gn_201501-201512.nc http://esg-dn1.nsc.liu.se/thredds/fileServer/esg_dataroot10/cmip6data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg/ssp119/r1i1p1f1/Omon/thetao/gn/v20221112/thetao_Omon_EC-Earth3-Veg_ssp119_r1i1p1f1_gn_201501-201512.nc SHA256 7dc1ebfc827fb1d570d2a217c56c74a3e887a783ec9d86e26e6b2bec9f77fc97
thetao_Omon_EC-Earth3-Veg_ssp126_r1i1p1f1_gn_201501-201512.nc http://esg-dn1.nsc.liu.se/thredds/fileServer/esg_dataroot10/cmip6data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg/ssp126/r1i1p1f1/Omon/thetao/gn/v20221112/thetao_Omon_EC-Earth3-Veg_ssp126_r1i1p1f1_gn_201501-201512.nc SHA256 f416490a9d7ebd96b10c24c13f57456fc7688286a2e179b456eba19d43f30687
thetao_Omon_EC-Earth3-Veg_ssp245_r1i1p1f1_gn_201501-201512.nc http://esg-dn1.nsc.liu.se/thredds/fileServer/esg_dataroot10/cmip6data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg/ssp245/r1i1p1f1/Omon/thetao/gn/v20221112/thetao_Omon_EC-Earth3-Veg_ssp245_r1i1p1f1_gn_201501-201512.nc SHA256 6570594b578b32881ae317e8acba9a6d90934a8c0d7782db978b5c4a43bfc40c
thetao_Omon_EC-Earth3-Veg_ssp370_r1i1p1f1_gn_201501-201512.nc http://esg-dn1.nsc.liu.se/thredds/fileServer/esg_dataroot10/cmip6data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3-Veg/ssp370/r1i1p1f1/Omon/thetao/gn/v20221112/thetao_Omon_EC-Earth3-Veg_ssp370_r1i1p1f1_gn_201501-201512.nc SHA256 4c14374467a2dfef58fc85071f2fc1054e6bf539d5d5af0d0b165cdf1718701e
